IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount,Target
2100601.0,1,0.16,A,4,10,75,50,B2,'Regular',21,R24,4565.32,28533.249999999996
2100703.0,1,1.0,A,8,13,26,75,B2,'Diesel',23,R24,1172.0,1172.0
2100746.0,1,0.19,E,8,1,59,50,B2,'Diesel',3688,R82,1092.98,5752.526315789473
2100830.0,2,0.28,A,8,3,48,50,B1,'Diesel',50,R82,1172.0,4185.714285714285
2100830.0,2,0.28,A,8,3,48,50,B1,'Diesel',50,R82,1172.0,4185.714285714285
2100878.0,1,0.2,C,9,14,41,50,B2,'Regular',270,R82,1054.24,5271.2
2100881.0,1,1.0,E,8,3,43,50,B2,'Diesel',3688,R82,85.0,85.0
2100899.0,1,0.15,E,5,18,71,50,B5,'Regular',3688,R82,1672.0,11146.666666666668
2100909.0,1,0.4,C,4,2,30,90,B6,'Regular',189,R82,5388.94,13472.349999999999
2100951.0,1,0.88,E,4,10,39,90,B5,'Regular',3688,R82,2284.3,2595.795454545455
2100966.0,1,0.96,B,5,4,49,50,B3,'Diesel',67,R82,1172.0,1220.8333333333335
2100989.0,1,0.33,D,5,18,44,81,B2,'Regular',1054,R24,1172.0,3551.5151515151515
2101023.0,1,0.06,D,5,5,34,76,B4,'Regular',1054,R24,3000.0,50000.0
2101099.0,1,1.0,D,7,13,64,50,B2,'Regular',1054,R24,1472.0,1472.0
2101151.0,1,0.52,D,10,14,57,80,B2,'Diesel',1054,R24,861.2,1656.1538461538462
2101154.0,1,1.0,D,7,8,49,50,B1,'Regular',1054,R24,1172.0,1172.0
2101157.0,1,1.0,C,7,5,41,50,B1,'Regular',376,R24,5059.71,5059.71
2101175.0,1,0.53,D,7,5,35,59,B1,'Diesel',1054,R24,586.0,1105.6603773584905
2101184.0,1,1.0,D,7,4,46,50,B11,'Diesel',1054,R24,66.96,66.96
2101186.0,1,1.0,D,6,11,62,62,B2,'Diesel',1054,R24,1172.0,1172.0
2101195.0,1,0.75,D,6,15,61,50,B1,'Diesel',1054,R24,1172.0,1562.6666666666667
2101212.0,1,0.1,D,7,7,52,71,B11,'Diesel',1054,R24,92149.0,921490.0
2101257.0,1,0.74,C,8,3,47,54,B6,'Diesel',244,R11,189.77,256.44594594594594
2101292.0,1,0.73,C,5,7,54,50,B5,'Diesel',399,R24,2254.11,3087.8219178082195
2101304.0,1,1.0,B,10,3,48,50,B3,'Diesel',85,R31,1944.83,1944.83
2101327.0,1,1.0,B,5,11,21,119,B2,'Diesel',65,R31,95.26,95.26
2101365.0,1,1.0,C,4,10,88,62,B6,'Regular',181,R31,1172.0,1172.0
2101396.0,2,1.0,A,5,6,50,87,B6,'Regular',37,R31,78.93,78.93
2101396.0,2,1.0,A,5,6,50,87,B6,'Regular',37,R31,1172.0,1172.0
2101447.0,1,1.0,E,5,2,49,50,B12,'Regular',3744,R93,762.36,762.36
2101511.0,1,1.0,D,4,15,29,82,B2,'Regular',1629,R93,1172.0,1172.0
2101537.0,1,1.0,D,4,15,42,50,B2,'Regular',828,R93,1172.0,1172.0
2101581.0,1,1.0,C,6,9,48,64,B1,'Regular',383,R93,1172.0,1172.0
2101587.0,1,0.78,E,7,6,50,50,B2,'Regular',3744,R93,1250.94,1603.7692307692307
2101602.0,2,1.0,E,7,8,58,50,B2,'Diesel',2897,R82,4222.53,4222.53
2101602.0,2,1.0,E,7,8,58,50,B2,'Diesel',2897,R82,1285.18,1285.18
2101614.0,1,0.98,D,5,8,34,80,B1,'Diesel',573,R82,1172.0,1195.9183673469388
2101621.0,1,1.0,E,4,13,51,62,B2,'Regular',9307,R82,1172.0,1172.0
2101624.0,1,1.0,E,4,10,38,72,B2,'Regular',9307,R82,52.55,52.55
2101660.0,1,0.43,E,4,2,52,68,B1,'Regular',3628,R82,1172.0,2725.5813953488373
2101684.0,1,1.0,C,4,11,40,55,B2,'Regular',443,R82,446.14,446.14
2101686.0,1,0.89,E,6,15,35,55,B5,'Regular',3946,R82,76.95,86.46067415730337
2101695.0,1,1.0,D,9,2,34,64,B12,'Diesel',573,R82,76.5,76.5
2101707.0,1,0.45,E,7,14,32,68,B2,'Diesel',9307,R82,1172.0,2604.4444444444443
2101714.0,1,1.0,E,5,2,46,51,B1,'Diesel',9307,R82,263.0,263.0
2101746.0,1,0.72,E,4,13,46,50,B3,'Diesel',9307,R82,1072.25,1489.236111111111
2101764.0,1,0.47,E,7,5,54,50,B10,'Diesel',4348,R72,16113.0,34282.97872340426
2101778.0,1,0.36,B,6,11,49,50,B13,'Regular',56,R72,1172.0,3255.5555555555557
2101791.0,1,1.0,C,5,1,42,50,B5,'Diesel',178,R72,1172.0,1172.0
2101818.0,1,0.26,A,7,9,33,64,B1,'Regular',43,R72,11687.29,44951.11538461538
2101822.0,1,1.0,E,10,9,55,50,B12,'Regular',4348,R72,643.06,643.06
2101827.0,1,1.0,D,7,15,24,118,B2,'Regular',904,R82,1172.0,1172.0
2101903.0,1,1.0,A,4,5,39,53,B2,'Diesel',13,R72,561.8,561.8
2101905.0,1,0.91,A,6,12,39,56,B1,'Diesel',13,R72,2971.75,3265.6593406593406
2101906.0,1,0.6,C,5,9,50,60,B1,'Regular',233,R72,1839.17,3065.2833333333338
2101936.0,1,0.7,C,5,2,43,50,B5,'Regular',144,R72,219.15,313.0714285714286
2101941.0,1,0.1,C,6,12,35,68,B1,'Diesel',197,R72,2424.5,24245.0
2101950.0,1,1.0,D,7,7,49,58,B4,'Regular',1287,R72,1172.0,1172.0
2102108.0,1,1.0,C,6,7,53,50,B2,'Diesel',247,R53,1172.0,1172.0
2102142.0,1,1.0,B,5,1,38,50,B2,'Diesel',65,R53,1172.0,1172.0
2102149.0,1,0.33,C,4,14,36,118,B5,'Regular',113,R53,1172.0,3551.5151515151515
2102178.0,1,1.0,A,5,7,70,58,B1,'Regular',30,R24,1172.0,1172.0
2102184.0,1,1.0,A,7,3,38,50,B2,'Diesel',26,R24,61.99,61.99
2102186.0,1,1.0,B,7,9,34,63,B2,'Regular',79,R24,1172.0,1172.0
2102251.0,1,0.41,C,9,16,48,57,B10,'Diesel',182,R24,855.57,2086.756097560976
2102276.0,1,0.48,B,7,15,47,100,B2,'Regular',79,R24,1172.0,2441.666666666667
2102312.0,1,1.0,E,7,4,33,63,B4,'Regular',4059,R23,708.88,708.88
2102314.0,1,1.0,D,7,1,42,50,B11,'Regular',930,R22,1172.0,1172.0
2102333.0,2,1.0,E,5,6,43,63,B3,'Regular',7259,R31,1172.0,1172.0
2102333.0,2,1.0,E,5,6,43,63,B3,'Regular',7259,R31,1172.0,1172.0
2102343.0,1,0.64,D,7,20,47,50,B2,'Regular',505,R22,1172.0,1831.25
2102366.0,1,1.0,A,5,2,48,67,B3,'Diesel',9,R22,1172.0,1172.0
2102402.0,1,0.98,C,4,14,20,90,B5,'Regular',291,R82,586.0,597.9591836734694
2102429.0,1,1.0,C,6,13,56,50,B6,'Diesel',357,R82,81.32,81.32
2102432.0,1,1.0,C,7,7,49,50,B2,'Diesel',182,R82,274.0,274.0
2102466.0,1,1.0,D,4,14,19,118,B3,'Diesel',961,R82,1172.0,1172.0
2102508.0,1,1.0,D,5,7,58,68,B2,'Regular',1482,R82,1172.0,1172.0
2102527.0,1,0.63,C,5,7,36,98,B13,'Diesel',242,R82,131.75,209.12698412698413
2102545.0,2,1.0,D,6,13,48,50,B1,'Regular',1482,R82,169.47,169.47
2102545.0,2,1.0,D,6,13,48,50,B1,'Regular',1482,R82,98.32,98.32
2102562.0,1,0.84,C,11,9,36,68,B1,'Regular',291,R82,1172.0,1395.2380952380952
2102594.0,1,0.96,C,7,1,42,71,B3,'Diesel',353,R82,1172.0,1220.8333333333335
2102627.0,1,0.2,D,7,8,24,100,B3,'Regular',1329,R11,4003.95,20019.749999999996
2102638.0,1,0.67,E,6,12,66,88,B1,'Diesel',3564,R11,1172.0,1749.2537313432836
2102668.0,1,0.26,C,7,8,50,58,B3,'Regular',101,R11,1172.0,4507.692307692308
2103014.0,1,0.8,C,7,6,19,100,B1,'Regular',399,R24,722.26,902.8249999999999
2103019.0,1,0.8,E,7,16,62,85,B2,'Diesel',4116,R24,111.89,139.86249999999998
2103030.0,1,0.78,C,5,12,20,100,B3,'Regular',399,R24,150.0,192.3076923076923
2103091.0,1,0.71,B,4,5,31,100,B11,'Diesel',63,R24,70.2,98.87323943661973
2103124.0,1,0.09,C,4,16,57,50,B1,'Regular',211,R72,1800.84,20009.333333333332
2103168.0,1,0.43,C,5,15,79,50,B1,'Regular',399,R24,1111.02,2583.767441860465
2103295.0,1,0.24,C,7,8,21,100,B12,'Regular',399,R24,1976.11,8233.791666666666
2103391.0,1,0.16,C,5,13,21,125,B6,'Regular',399,R24,1172.0,7325.0
2103395.0,1,0.15,C,5,7,18,90,B2,'Diesel',399,R24,773.11,5154.066666666667
2103409.0,1,1.0,D,6,2,28,54,B5,'Regular',1557,R82,89.0,89.0
2103416.0,1,1.0,C,6,15,48,50,B12,'Regular',210,R82,364.86,364.86
2103433.0,1,1.0,E,5,5,55,59,B5,'Regular',5449,R82,1172.0,1172.0
2103455.0,1,0.86,C,9,16,36,57,B1,'Regular',138,R82,1172.0,1362.7906976744187
2103492.0,1,0.41,D,10,4,31,60,B3,'Regular',745,R82,3336.57,8137.9756097560985
2103498.0,1,1.0,A,7,2,55,50,B1,'Diesel',34,R82,423.57,423.57
2103501.0,1,1.0,D,6,3,69,50,B2,'Regular',1328,R82,664.85,664.85
2103508.0,2,1.0,C,4,2,45,62,B1,'Regular',193,R82,1172.0,1172.0
2103508.0,2,1.0,C,4,2,45,62,B1,'Regular',193,R82,966.79,966.79
2103511.0,1,1.0,E,6,7,50,70,B13,'Diesel',5449,R82,1172.0,1172.0
2103551.0,1,0.21,E,4,13,28,76,B3,'Diesel',5449,R82,1172.0,5580.952380952381
2103561.0,2,1.0,D,5,3,35,112,B5,'Regular',1328,R82,1172.0,1172.0
2103561.0,2,1.0,D,5,3,35,112,B5,'Regular',1328,R82,1172.0,1172.0
2103565.0,1,1.0,D,7,5,24,85,B4,'Regular',1328,R82,1090.42,1090.42
2103592.0,1,1.0,E,7,10,47,50,B1,'Diesel',5449,R82,72.55,72.55
2103601.0,1,1.0,E,4,13,42,59,B1,'Regular',2472,R82,1172.0,1172.0
2103641.0,3,0.7,D,9,9,22,100,B11,'Regular',831,R54,1172.0,1674.2857142857144
2103641.0,3,0.7,D,9,9,22,100,B11,'Regular',831,R54,1172.0,1674.2857142857144
2103641.0,3,0.7,D,9,9,22,100,B11,'Regular',831,R54,305.1,435.8571428571429
2103642.0,1,0.38,D,8,18,49,95,B6,'Diesel',831,R54,2809.82,7394.263157894738
2103650.0,1,0.47,D,6,6,40,76,B1,'Diesel',831,R54,1172.0,2493.617021276596
2103652.0,1,0.46,F,7,15,36,54,B10,'Regular',27000,R11,87.88,191.04347826086953
2103771.0,1,0.94,E,8,1,34,50,B12,'Diesel',9307,R82,1172.0,1246.808510638298
2103784.0,1,0.18,E,6,7,24,50,B12,'Regular',3103,R82,7.47,41.5
2103786.0,1,0.75,E,6,7,24,60,B12,'Regular',3103,R82,517.73,690.3066666666667
2103813.0,2,0.52,E,5,9,26,95,B1,'Regular',8549,R82,1172.0,2253.846153846154
2103813.0,2,0.52,E,5,9,26,95,B1,'Regular',8549,R82,1172.0,2253.846153846154
2103822.0,1,0.69,D,4,7,52,62,B4,'Diesel',745,R82,1172.0,1698.5507246376812
2103831.0,1,0.77,D,8,16,52,62,B2,'Regular',745,R82,1044.45,1356.4285714285716
2103849.0,1,0.52,D,9,10,24,90,B11,'Regular',745,R82,84.32,162.15384615384613
2103867.0,2,0.82,D,4,16,49,50,B1,'Regular',745,R82,431.86,526.6585365853659
2103867.0,2,0.82,D,4,16,49,50,B1,'Regular',745,R82,371.07,452.5243902439025
2103877.0,1,0.82,B,10,22,56,64,B10,'Diesel',90,R82,690.26,841.7804878048781
2103881.0,1,1.0,D,7,12,50,62,B3,'Regular',745,R82,1172.0,1172.0
2103884.0,1,0.71,B,5,15,44,50,B4,'Regular',90,R82,1400.99,1973.225352112676
2103885.0,1,0.28,B,5,15,44,62,B4,'Regular',90,R82,1172.0,4185.714285714285
2103903.0,1,0.2,D,5,8,26,68,B1,'Regular',1719,R82,430.23,2151.15
2103936.0,1,0.74,C,9,2,33,80,B6,'Diesel',182,R82,988.99,1336.472972972973
2103973.0,2,0.27,A,8,15,21,100,B2,'Regular',46,R82,1381.48,5116.592592592592
2103973.0,2,0.27,A,8,15,21,100,B2,'Regular',46,R82,358.7,1328.5185185185185
2104000.0,1,0.51,C,5,4,35,51,B1,'Diesel',311,R82,6070.56,11903.058823529413
2104039.0,1,0.73,E,5,11,32,68,B1,'Diesel',9307,R82,1172.0,1605.4794520547946
2104082.0,2,0.66,D,6,13,38,85,B1,'Diesel',745,R82,512.93,777.1666666666665
2104082.0,2,0.66,D,6,13,38,85,B1,'Diesel',745,R82,1172.0,1775.7575757575758
2104093.0,1,0.13,D,11,4,52,50,B3,'Regular',745,R82,75.34,579.5384615384615
2104142.0,1,0.9,B,12,19,37,50,B12,'Diesel',57,R72,6586.0,7317.777777777777
2104144.0,1,0.28,C,4,9,51,50,B4,'Diesel',272,R72,1172.0,4185.714285714285
2104155.0,1,1.0,C,6,9,39,72,B1,'Diesel',159,R72,1172.0,1172.0
2104193.0,1,0.56,D,7,3,23,106,B3,'Regular',990,R72,1172.0,2092.8571428571427
2104196.0,1,0.21,A,5,17,20,95,B2,'Diesel',36,R72,1169.16,5567.4285714285725
2104226.0,1,1.0,B,4,4,24,68,B3,'Diesel',84,R31,3478.84,3478.84
2104264.0,1,0.82,C,7,16,50,50,B2,'Diesel',127,R72,139.44,170.0487804878049
2104285.0,1,0.21,A,7,8,27,95,B4,'Regular',26,R72,80.65,384.0476190476191
2104287.0,2,1.0,E,6,12,60,72,B10,'Diesel',2620,R72,1172.0,1172.0
2104287.0,2,1.0,E,6,12,60,72,B10,'Diesel',2620,R72,1172.0,1172.0
2104344.0,1,1.0,D,10,14,51,50,B10,'Diesel',500,R53,2301.77,2301.77
2104368.0,1,1.0,E,6,3,42,62,B5,'Diesel',3866,R24,1172.0,1172.0
2104387.0,1,0.66,E,5,16,29,85,B1,'Regular',3866,R24,1172.0,1775.7575757575758
2104389.0,1,0.51,B,6,14,50,50,B1,'Diesel',67,R24,580.35,1137.9411764705883
2104428.0,1,1.0,A,5,10,51,50,B5,'Diesel',19,R24,237.93,237.93
2104513.0,1,0.62,C,6,11,26,90,B6,'Diesel',282,R24,3728.16,6013.1612903225805
2104530.0,1,0.18,A,6,4,45,60,B3,'Diesel',15,R54,1172.0,6511.111111111111
2104564.0,1,1.0,B,7,5,28,68,B11,'Regular',71,R54,1600.49,1600.49
2104614.0,1,0.18,C,10,15,21,100,B2,'Diesel',238,R54,1172.0,6511.111111111111
2104632.0,1,0.98,C,8,18,30,57,B2,'Diesel',153,R54,1172.0,1195.9183673469388
2104637.0,1,0.36,F,5,6,35,50,B1,'Regular',27000,R11,2566.71,7129.75
2104643.0,1,0.84,C,9,0,50,50,B2,'Regular',153,R54,1172.0,1395.2380952380952
2104754.0,1,0.66,A,6,11,44,50,B2,'Diesel',49,R54,561.89,851.3484848484848
2104795.0,1,0.31,A,5,11,21,90,B12,'Diesel',32,R54,612.34,1975.2903225806454
2104999.0,1,0.86,D,5,18,54,50,B2,'Regular',1110,R82,1172.0,1362.7906976744187
2105025.0,1,1.0,C,7,12,37,62,B2,'Diesel',358,R24,1172.0,1172.0
2105055.0,1,1.0,C,5,6,42,50,B2,'Regular',182,R24,348.19,348.19
2105060.0,1,1.0,A,5,6,47,68,B5,'Diesel',15,R24,1172.0,1172.0
2105067.0,1,0.46,A,5,8,25,72,B13,'Diesel',10,R24,4280.26,9304.91304347826
2105071.0,1,0.74,A,5,3,23,90,B1,'Diesel',21,R24,251.36,339.6756756756757
2105124.0,1,0.28,C,4,8,77,50,B2,'Diesel',182,R24,1172.0,4185.714285714285
2105137.0,1,1.0,C,5,5,30,54,B3,'Diesel',103,R24,1172.0,1172.0
2105285.0,1,1.0,D,4,15,21,95,B1,'Regular',586,R41,186.03,186.03
2105345.0,1,1.0,C,7,2,40,50,B1,'Diesel',142,R41,232.01,232.01
2105358.0,1,1.0,D,5,7,33,59,B5,'Diesel',776,R41,1172.0,1172.0
2105399.0,1,0.04,D,5,16,69,50,B2,'Diesel',1601,R41,1172.0,29300.0
2105455.0,1,0.37,D,4,13,32,64,B4,'Diesel',537,R41,188.7,510.0
2105482.0,1,1.0,C,4,8,68,50,B5,'Regular',478,R41,782.13,782.13
2105486.0,1,0.58,D,8,1,42,50,B11,'Diesel',537,R41,55.0,94.82758620689656
2105508.0,1,1.0,D,6,17,54,50,B12,'Regular',1601,R41,71.09,71.09
2105540.0,1,0.53,E,4,3,28,64,B1,'Regular',3317,R93,2000.0,3773.584905660377
2105634.0,1,0.49,E,6,15,54,76,B2,'Regular',3317,R93,31.0,63.26530612244898
2105652.0,1,0.72,E,7,14,54,62,B3,'Regular',3317,R93,1172.0,1627.7777777777778
2105656.0,1,1.0,E,7,10,71,67,B2,'Regular',3317,R93,6.27,6.27
2105700.0,1,1.0,E,6,14,44,50,B2,'Regular',3317,R93,23075.88,23075.88
2105710.0,1,1.0,D,6,1,41,63,B4,'Regular',721,R93,767.13,767.13
2105723.0,2,1.0,E,6,6,45,50,B3,'Regular',3317,R93,2760.86,2760.86
2105723.0,2,1.0,E,6,6,45,50,B3,'Regular',3317,R93,1172.0,1172.0
2105750.0,1,0.32,D,7,12,51,62,B6,'Regular',1326,R93,1172.0,3662.5
2105803.0,1,0.78,B,6,9,20,125,B1,'Diesel',82,R24,1172.0,1502.5641025641025
2105840.0,1,1.0,D,7,7,51,50,B4,'Regular',511,R24,2500.0,2500.0
2105853.0,1,1.0,B,5,8,46,62,B5,'Diesel',88,R24,1172.0,1172.0
2105858.0,1,1.0,D,7,4,34,90,B1,'Diesel',1313,R24,3046.85,3046.85
2105932.0,1,0.74,C,6,12,26,90,B1,'Diesel',101,R24,261.42,353.2702702702703
2105984.0,1,1.0,A,4,14,37,56,B2,'Regular',43,R24,500.0,500.0
2106017.0,1,0.54,A,6,4,36,76,B1,'Diesel',44,R24,1719.0,3183.333333333333
2106036.0,1,1.0,D,7,15,43,83,B1,'Regular',1313,R24,1172.0,1172.0
2106084.0,1,1.0,E,6,4,33,50,B2,'Diesel',2537,R31,1172.0,1172.0
2106101.0,1,1.0,E,7,4,47,50,B2,'Diesel',3490,R31,249.13,249.13
2106127.0,1,0.75,B,5,13,45,50,B3,'Diesel',99,R11,631.8,842.4
2106131.0,1,1.0,C,7,20,89,50,B1,'Regular',357,R31,1172.0,1172.0
2106169.0,1,1.0,E,6,5,48,50,B5,'Diesel',2606,R31,231.72,231.72
2106191.0,1,1.0,D,4,2,37,50,B1,'Regular',923,R31,2364.75,2364.75
2106223.0,1,1.0,E,7,4,42,50,B3,'Diesel',3293,R26,2095.14,2095.14
2106235.0,1,1.0,D,6,12,33,59,B1,'Diesel',1466,R31,1172.0,1172.0
2106256.0,1,0.14,E,12,5,40,69,B10,'Diesel',2105,R82,1226.86,8763.285714285712
2106271.0,1,0.68,C,7,8,43,50,B2,'Regular',169,R82,2500.49,3677.191176470588
2106300.0,1,1.0,E,4,4,70,68,B6,'Regular',8455,R82,1172.0,1172.0
2106322.0,1,1.0,E,6,2,62,50,B1,'Diesel',8455,R82,1172.0,1172.0
2106326.0,1,1.0,C,8,10,39,50,B3,'Diesel',244,R82,1533.01,1533.01
2106338.0,1,0.44,E,10,2,31,85,B12,'Diesel',8455,R82,1172.0,2663.6363636363635
2106355.0,1,1.0,E,9,2,33,50,B12,'Diesel',3457,R82,1172.0,1172.0
2106379.0,1,0.76,C,7,15,26,72,B1,'Regular',256,R82,1172.0,1542.1052631578948
2106389.0,1,1.0,C,4,11,38,50,B2,'Regular',177,R93,1172.0,1172.0
2106397.0,1,1.0,A,10,10,47,50,B10,'Diesel',46,R82,1390.06,1390.06
2106400.0,1,1.0,D,4,6,63,50,B6,'Regular',1426,R82,2996.09,2996.09
2106424.0,1,0.53,E,5,2,37,100,B1,'Diesel',8455,R82,600.0,1132.0754716981132
2106441.0,1,1.0,C,9,1,19,90,B2,'Regular',133,R82,71.1,71.1
2106452.0,1,0.53,E,8,21,40,100,B1,'Regular',8455,R82,1172.0,2211.320754716981
2106453.0,1,0.9,E,7,13,20,100,B1,'Regular',8455,R82,3172.0,3524.4444444444443
2106481.0,1,0.88,E,8,11,28,60,B2,'Diesel',3021,R53,1350.27,1534.3977272727273
2106497.0,1,0.5,E,7,8,31,85,B1,'Diesel',3021,R53,183.71,367.42
2106535.0,1,0.38,E,9,8,26,85,B3,'Regular',3021,R53,8712.82,22928.473684210527
2106543.0,1,0.9,E,12,2,43,50,B12,'Diesel',3021,R53,1172.0,1302.2222222222222
2106561.0,1,0.63,E,6,4,31,76,B3,'Diesel',3021,R53,1172.0,1860.3174603174602
2106577.0,1,0.07,E,4,12,25,100,B2,'Regular',3021,R53,1268.09,18115.571428571424
2106578.0,1,0.76,D,6,9,19,100,B2,'Diesel',500,R53,1172.0,1542.1052631578948
2106582.0,1,0.75,B,4,13,35,80,B4,'Diesel',77,R53,1172.0,1562.6666666666667
2106651.0,1,0.56,C,6,4,28,100,B1,'Diesel',369,R53,5531.4,9877.499999999998
2106721.0,1,1.0,E,6,8,23,95,B3,'Diesel',2733,R93,87.65,87.65
2106727.0,1,1.0,E,10,14,64,140,B12,'Diesel',4762,R93,6067.53,6067.53
2106780.0,2,1.0,C,8,1,30,100,B13,'Diesel',471,R93,73.94,73.94
2106780.0,2,1.0,C,8,1,30,100,B13,'Diesel',471,R93,70.0,70.0
2106832.0,1,1.0,E,8,15,53,90,B6,'Diesel',4762,R93,252.96,252.96
2106855.0,1,0.07,E,8,17,23,95,B2,'Regular',4762,R93,6172.0,88171.42857142857
2106905.0,1,0.48,C,6,8,31,50,B1,'Diesel',213,R74,1999.92,4166.5
2106912.0,1,0.21,A,6,13,48,50,B1,'Diesel',5,R74,173.35,825.4761904761905
2106918.0,1,1.0,A,4,14,60,50,B2,'Regular',24,R74,1172.0,1172.0
2106990.0,1,0.41,B,5,10,33,67,B13,'Diesel',92,R72,3172.0,7736.585365853659
2107015.0,1,0.13,A,8,1,36,96,B2,'Diesel',20,R72,1753.31,13487.0
2107030.0,1,0.45,E,9,0,46,76,B10,'Diesel',3075,R72,2445.68,5434.844444444444
2107039.0,1,0.63,C,6,7,19,100,B2,'Diesel',238,R72,2788.38,4426.0
2107059.0,1,0.53,E,6,15,21,125,B2,'Regular',4348,R72,1172.0,2211.320754716981
2107092.0,1,0.25,C,5,5,32,95,B3,'Diesel',117,R72,1172.0,4688.0
2107102.0,1,0.36,E,6,6,20,125,B3,'Diesel',3075,R72,1172.0,3255.5555555555557
2107112.0,1,0.32,A,4,10,21,112,B2,'Regular',49,R72,586.0,1831.25
2107135.0,1,0.59,A,5,3,52,50,B5,'Diesel',27,R24,82.05,139.0677966101695
2107141.0,1,0.58,C,5,14,34,90,B2,'Diesel',149,R24,2672.0,4606.896551724139
2107157.0,1,0.72,A,6,10,23,90,B6,'Regular',35,R24,1172.0,1627.7777777777778
2107163.0,1,1.0,C,4,6,55,50,B6,'Regular',149,R24,1495.66,1495.66
2107169.0,1,1.0,A,5,8,56,50,B2,'Regular',32,R24,1172.0,1172.0
2107188.0,1,1.0,C,4,3,54,50,B2,'Regular',149,R24,1172.0,1172.0
2107200.0,1,0.97,A,5,3,53,50,B2,'Diesel',26,R24,1172.0,1208.2474226804125
2107234.0,1,0.32,D,6,9,40,50,B3,'Diesel',1541,R91,558.0,1743.75
2107332.0,1,0.55,C,7,0,37,50,B3,'Diesel',170,R24,1043.58,1897.4181818181814
2107349.0,1,0.45,C,6,17,27,85,B5,'Diesel',203,R24,1172.0,2604.4444444444443
2107454.0,1,1.0,B,4,6,57,58,B1,'Regular',83,R23,1172.0,1172.0
2107467.0,1,1.0,B,4,12,34,58,B3,'Diesel',60,R23,1463.84,1463.84
2107471.0,1,1.0,D,12,3,45,50,B10,'Regular',959,R23,81.51,81.51
2107481.0,1,1.0,C,6,3,68,50,B2,'Diesel',133,R23,1172.0,1172.0
2107486.0,1,0.09,A,5,13,54,50,B2,'Diesel',21,R23,1172.0,13022.222222222223
2107489.0,1,1.0,C,4,3,30,51,B1,'Regular',133,R23,3073.88,3073.88
2107496.0,1,1.0,F,5,15,39,50,B5,'Regular',27000,R11,547.4,547.4
2107534.0,1,1.0,C,5,6,26,64,B1,'Regular',293,R25,419.72,419.72
2107546.0,1,1.0,C,10,2,50,50,B12,'Diesel',133,R23,441.34,441.34
2107699.0,2,1.0,B,5,2,67,76,B1,'Diesel',87,R25,1172.0,1172.0
2107699.0,2,1.0,B,5,2,67,76,B1,'Diesel',87,R25,86.89,86.89
2107732.0,1,0.56,D,6,10,49,50,B1,'Diesel',562,R54,2430.35,4339.910714285714
2107779.0,1,0.86,D,7,9,50,50,B1,'Diesel',886,R54,9330.43,10849.337209302326
2107803.0,1,0.18,D,6,4,26,95,B2,'Diesel',886,R54,1172.0,6511.111111111111
2107826.0,1,1.0,C,8,5,27,106,B2,'Diesel',476,R54,1301.76,1301.76
2107844.0,1,1.0,D,8,3,44,52,B2,'Diesel',578,R54,1511.96,1511.96
2107865.0,1,0.25,D,4,11,51,50,B2,'Regular',886,R54,2304.23,9216.92
2107868.0,1,1.0,A,7,3,71,50,B2,'Diesel',41,R54,1172.0,1172.0
2107931.0,1,0.5,D,4,11,51,50,B5,'Regular',886,R54,76.57,153.14
2107934.0,1,0.68,C,7,6,24,85,B2,'Regular',129,R72,1172.0,1723.5294117647059
2108176.0,1,0.19,C,8,15,27,100,B2,'Diesel',295,R24,354.31,1864.7894736842104
2108244.0,1,0.32,C,7,14,37,50,B11,'Diesel',295,R24,74.15,231.71875
2108251.0,1,0.74,C,5,11,53,50,B1,'Regular',171,R24,1172.0,1583.7837837837837
2108534.0,1,0.19,C,4,11,22,125,B2,'Regular',295,R24,1172.0,6168.421052631579
2108570.0,1,0.16,A,7,20,46,50,B2,'Regular',13,R93,790.88,4943.0
2108597.0,1,1.0,E,4,2,22,100,B3,'Diesel',8455,R82,1172.0,1172.0
2108639.0,1,1.0,E,5,8,47,62,B4,'Regular',2216,R93,149.38,149.38
2108649.0,2,0.97,E,6,11,48,50,B1,'Regular',2054,R93,1290.98,1330.9072164948454
2108649.0,2,0.97,E,6,11,48,50,B1,'Regular',2054,R93,530.0,546.3917525773196
2108663.0,1,1.0,C,12,10,63,50,B3,'Regular',263,R93,43.81,43.81
2108667.0,1,0.87,E,6,9,22,95,B3,'Regular',4762,R93,379.94,436.71264367816093
2108705.0,1,0.76,F,7,4,35,50,B1,'Regular',27000,R11,339.56,446.7894736842105
2108708.0,1,1.0,F,9,13,25,85,B3,'Regular',27000,R11,586.0,586.0
2108713.0,1,1.0,F,7,6,33,72,B3,'Regular',12374,R11,1172.0,1172.0
2108808.0,1,1.0,F,6,2,54,53,B1,'Diesel',27000,R11,319.99,319.99
2108810.0,1,1.0,F,9,8,30,51,B1,'Regular',27000,R11,76.22,76.22
2108834.0,1,0.43,F,6,7,47,50,B6,'Regular',22669,R11,125.11,290.95348837209303
2108848.0,1,1.0,F,5,2,57,73,B2,'Regular',27000,R11,1172.0,1172.0
2108927.0,1,1.0,C,7,14,57,50,B1,'Regular',283,R25,1172.0,1172.0
2108984.0,1,1.0,C,7,12,64,68,B1,'Regular',196,R25,194.58,194.58
2109127.0,1,1.0,A,4,16,27,85,B3,'Diesel',39,R24,1172.0,1172.0
